Var1_1,Var1_2,Var1_3,Var1_4,Var1_5
-64146.8069043974,-12481.8270229404,-1845.64342457915,-276.525458178961,85.03914309
-64143.1236927453,-12461.7088117382,-1832.42595567548,-265.084196651802,85.66448465
-64134.373128256,-12420.1417700447,-1800.41139569014,-238.716153338424,86.26562303
-64117.7113375563,-12345.1117956994,-1746.58742492529,-196.89891896367,86.84261145
-64110.472179139,-12321.4956315371,-1726.67776082938,-190.949850514855,87.39554943
-64103.9760910525,-12279.5072580645,-1701.1181833834,-161.02058260614,87.92458016
-64088.6557178911,-12203.5356796839,-1650.41238751251,-110.704718490634,88.42988794
-64085.9184998484,-12184.9644885096,-1643.15422880219,-101.627182326691,88.91169574
-64078.7454530653,-12143.5611811967,-1617.76518952319,-73.4972237529212,89.37026282
-64073.6437890205,-12117.1496491343,-1605.82806701257,-63.2733050486569,89.80588243
-64059.5701190735,-12047.6929738229,-1561.97416346246,-19.9956174534967,90.21887955
-64056.5092003247,-12014.8689249862,-1550.03273507332,6.2443407905355,90.60960878
-64046.1010231609,-11965.7387782089,-1517.80193634968,36.0841793524854,90.97845225
-64028.4922663978,-11880.6698156705,-1472.28819691038,77.4825478430493,91.32581757
-64019.5748865678,-11852.6884747644,-1451.91693166803,84.7395046489657,91.65213593
-64022.5844321769,-11844.1931357568,-1455.29347889173,99.2336525662373,91.95786023
-64005.3140857645,-11759.3914295761,-1409.17168929954,146.27451279174,92.24346325
-64003.9574709538,-11751.0816466993,-1408.97060316247,146.10191637692,92.50943591
-63988.2115555539,-11689.607345583,-1370.99659083557,171.711290262591,92.7562856
-63977.963583545,-11621.6156390554,-1346.42757630294,210.448044396557,92.98453457
-63952.59835868,-11535.0767148899,-1289.15245053806,244.368564032743,93.19471836
-63955.8655753209,-11535.3379647247,-1297.23108924802,248.051149772252,93.38738431
-63943.8121891554,-11487.4006921345,-1275.14223593664,264.054675342368,93.56309014
-63938.4334644565,-11464.9623639492,-1265.21657874984,269.923295734971,93.72240252
-64032.9377313528,-12153.422668348,-1467.53428903464,-193.303149432208,93.86589581
-64016.3052337756,-12068.9308705888,-1431.92419571091,-141.692824419461,93.99415074
-64011.3693487869,-12048.0532021335,-1426.1049919458,-139.668116856755,94.10775318
-64011.1825496212,-12038.2259024467,-1427.86369028815,-134.534217772949,94.20729304
-63992.6144047046,-11968.3373054084,-1380.73642333427,-102.528969424901,94.29336308
-63978.9620685944,-11905.2888846709,-1344.73863362062,-66.0494726718674,94.36655788
-63958.9351630349,-11839.5839781341,-1301.32246283147,-39.4779879670569,94.42747281
-63946.4201286165,-11782.254489343,-1271.67456847024,-7.45118943343903,94.47670304
-63926.5561658897,-11707.9201908842,-1227.77696422055,24.2052842516465,94.51484266
-63915.0566309254,-11662.6301084469,-1206.91024192759,43.2094416075815,94.54248373
-63892.9492129468,-11589.0932303835,-1164.42491926808,71.3771979067316,94.5602155
-63880.6439941555,-11524.7824233642,-1139.41495571565,106.300602996849,94.56862356
-63853.7621826977,-11459.508664462,-1094.30939596517,115.172010848177,94.56862356
-63848.6421665999,-11434.2164759058,-1088.09453703667,124.337013758611,94.56862356
-63831.7327687521,-11369.2937408728,-1054.42774006173,156.70475783317,94.56862356
-63813.5873917931,-11308.0196518076,-1026.79953842949,179.347701855379,94.56862356
-63793.2370446947,-11242.1046520034,-991.731640728897,201.413937573142,94.56862356
-63781.5188617868,-11230.8254870302,-981.511889618738,187.216829843557,94.56862356
-63762.0497200986,-11165.5478028092,-949.352048078371,215.476969521581,94.56862356
-63749.1644386891,-11123.2729256763,-933.591794535459,222.835709001831,94.56862356
-63723.0232522016,-11045.3383033739,-891.712517161193,252.438297109015,94.56862356
-63702.1397989278,-10998.9418240633,-868.473400067299,255.170853823627,94.56862356
-63686.1265820755,-10947.8341685098,-846.309012599852,275.830465130863,94.56862356
-63667.5802485377,-10881.7428855072,-821.599929898794,298.753455010451,94.56862356
-63646.5610582839,-10821.9532153458,-788.640645070674,323.508423478937,94.56862356
-63629.0871134216,-10781.4969604558,-772.406611771636,327.834543782656,94.56862356
-63605.6762797036,-10715.4285974645,-741.394346977673,348.252993916284,94.56862356
-63587.3674025331,-10660.703826545,-722.020721826845,363.558964856273,94.56862356
-63565.7749423193,-10603.3779761863,-695.206365682369,380.564624821762,94.56862356
-63535.7430966357,-10512.7528725122,-661.8815560317,410.02119936177,94.56862356
-63494.9658132114,-10414.6970613809,-615.906515123991,434.374058434909,94.56862356
-63475.5915607864,-10383.7914643382,-597.412398498234,430.744066126832,94.56862356
-63440.3425041888,-10996.4155638276,-513.811680678252,51.6281315701133,94.56862356
-63380.7980492585,-10831.6694443229,-485.752095956382,101.355918532168,94.56862356
-63350.1228093877,-10755.194444498,-451.347543784242,130.657225150274,94.56862356
-63327.6516911341,-10694.9098220108,-432.775582238519,147.488401628744,94.56862356
-63295.2406395237,-10601.6258948664,-395.554472756744,182.051840815397,94.56862356
-63261.1818001865,-10506.9501523998,-361.122261797899,217.84403042904,94.56862356
-63228.4361095383,-10431.4268521076,-336.17159699248,230.485432497121,94.56862356
-63191.6655507275,-10339.7681573054,-302.898521071297,260.434341592943,94.56862356
-63149.9766603769,-10260.7788935814,-267.813408469352,270.07960555283,94.56862356
-63125.3875861738,-10203.8939585195,-248.171908224534,283.854117576095,94.56862356
-63089.8835541091,-10114.8622735288,-216.57005398642,314.415769247905,94.56862356
-63046.496142495,-10026.2504635146,-186.234117201357,332.228533532332,94.56862356
-63018.1453372137,-9954.01935201787,-162.568695610734,353.760911329861,94.56862356
-63002.1843487719,-9903.88738901129,-151.188408041808,373.546554613686,94.56862356
-62956.9990370827,-9848.84697310063,-124.027026578426,365.039383594219,94.56862356
-62917.5509757598,-9760.4095969221,-95.3506614010832,388.372639168045,94.56862356
-62841.0244941887,-9621.58472735398,-42.8981836536179,410.971390842227,94.56862356
-62813.3568730541,-9551.10685056066,-23.4586180872505,435.652139912496,94.56862356
-62761.5265472965,-9455.74336029242,10.0834024031359,451.492697179643,94.56862356
-62730.8477209103,-9398.76696887731,22.2177843928476,454.777355837875,94.56862356
-62669.0238405053,-9265.92321494399,66.0449171181167,491.95734590761,94.56862356
-62624.5720644848,-9195.13384754392,82.6772925620807,489.181269885068,94.56862356
-62613.1290067185,-9144.99054956089,91.0550891681422,512.213992004336,94.56862356
-62528.5380029873,-9014.02602503736,135.460914531971,522.946923595134,94.56862356
-62472.1957188334,-8890.73088567841,166.89541775206,557.855454067887,94.56862356
-62446.8945407885,-8868.6811974704,174.774891736656,544.889397130703,94.56862356
-62364.2492590358,-8730.14952952603,214.13869143775,562.899261793715,94.56862356
-62348.2342086196,-8728.11443802272,222.215596410762,552.626513146514,94.56862356
-62325.2732389801,-8685.4951634314,235.418156591227,565.017008828482,94.56862356
-62256.8059718159,-8597.83924998562,269.983145181118,566.218813775756,94.56862356
-62200.5695618276,-8537.05766487185,295.740975920109,560.812995830282,94.56862356
-62133.2701380383,-8425.71931442798,328.380614862108,578.579022384232,94.56862356
-62958.0083355133,-10460.753976745,-3.47409737461824,-46.1914126253987,94.56862356
-62822.9000067137,-10175.2212355627,113.360474397841,70.6517063798641,94.56862356
-62722.1578587382,-9992.0739438992,195.433372294645,127.278164041966,94.56862356
-62667.6875926332,-9887.28162269377,230.855133763172,152.311446185688,94.56862356
-62569.2913612362,-9707.87994288935,297.598495309568,202.038318781145,94.56862356
-62513.1471593726,-9636.33171872683,334.197173699409,205.490823327797,94.56862356
-62453.2020342212,-9551.47394418512,365.604790293993,215.976077754083,94.56862356
-62334.8390030252,-9333.93406808007,436.614719914056,275.949681233447,94.61864372
-62229.0759214053,-9158.06222815484,502.029800195744,321.650569955636,94.77442788
-62143.6345712979,-9047.16132310932,540.643692837705,330.002582339388,94.936968
-62015.1178515803,-8846.98903115896,606.20037817991,368.813862847637,95.1061995
-61916.9368667941,-8678.67039485929,650.864449563812,410.624805647187,95.28205156
-61783.5538049197,-8456.64667913235,707.444917461058,461.639804328663,95.46444735
-61696.8687877445,-8295.96276188914,744.999168602317,505.181141333848,95.65330429
-61588.6625538171,-8135.50792587466,780.759308184649,528.996471319336,95.84853439
-61516.9292741145,-8071.19200836709,808.399869689526,521.855149670543,96.05004442
-61340.6914717703,-7840.83501759522,868.473231088423,558.250798005232,96.25773627
-61214.5227415976,-7664.79730877376,913.284702613798,590.751118739086,96.47150713
-61001.5444361511,-7362.43935526959,974.205520142454,641.465320219663,96.69124982
-60878.8635766781,-7197.09606790679,1008.15489891938,664.736106240178,96.91685304
-60790.8901246484,-7071.73752556218,1033.21181479766,690.487863295423,97.1482016
-60626.9169683885,-6855.92693475617,1068.02166949245,712.660915718283,97.3851767
-60584.4434932114,-6825.00289213661,1084.83020188478,711.327375769788,97.62765621
-60540.3013672001,-6785.47541567935,1094.93440032023,704.264921137433,97.87551489
-60455.5568557914,-6735.75623729414,1122.08081963171,685.464095495057,98.12862466
-60252.7338318976,-6473.902102078,1164.27468965334,723.285514249374,98.38685484
-60064.6578125875,-6242.54136969344,1195.811364008,746.588594881063,98.65007241
-59889.584457939,-6035.61833177212,1119.27672346973,764.166840702318,98.91814226
-59730.9234186481,-5877.8771880343,1261.56215578361,783.019379087335,99.1909274
-59436.7900943398,-5516.45909981773,1306.55449635401,834.785279841953,99.46828924
-59217.2879146099,-5266.1478863541,1335.60661230346,864.019299502599,99.75008778
-59232.5257713797,-5268.76202964881,1328.92305645739,859.814738074444,100.0361819
-59414.6662101036,-7223.94299400388,1736.0677771707,110.769983797739,100.3264295
-59355.7590792388,-7027.59363895152,1650.25857888459,168.428157492199,100.6206878
-59276.1943277342,-6886.89024231737,1656.28091561045,199.746375573209,100.9188136
-59142.8042024319,-6776.00439248201,1676.70267793061,203.211245070552,101.2206632
-58778.6936653175,-6333.74474245316,1739.90623781929,299.468298628135,101.5260932
-58641.0450277847,-6222.95364186236,1758.35168478545,294.470913514869,101.8349601
-58489.7724977756,-6081.02161918527,1787.35780020578,318.065405918546,102.1471208
-58238.6132205743,-5797.51649562785,1811.74067110469,362.81369389838,102.4624327
-57877.7065873782,-5470.48494694101,1855.33933348,390.18002430127,102.7807541
-57865.3983471936,-5465.96098443612,1863.42967277941,395.9256812558,103.101944
-57631.8382435661,-5325.17229042946,1892.49763475234,375.607922724017,103.4258627
-57187.4608698404,-4857.85027516974,1925.48498868033,455.046998241706,103.7523718
-56959.4028345691,-4681.43548642748,1952.79297855213,473.579404314641,104.0813342
-56726.6343484568,-4539.39664181231,1983.46484404304,471.816227997165,104.4126146
-56556.5589854175,-4414.52372940065,1997.72707147242,474.974224941248,104.7460794
-56148.8657518577,-4004.15254861092,2010.56420367392,533.160568248224,105.0815971
-55563.2017877968,-3405.98256795861,2018.22054865975,621.119452634062,105.4190381
-55170.7821434708,-3081.95792628583,2028.88544102089,650.261732626436,105.7582753
-54791.1920124818,-2786.78025004832,2048.30223769031,676.200140818006,106.0991838
-54561.7233777669,-2586.19041750411,2044.39294236017,688.123567575789,106.4416414
-54054.3715728232,-2129.42161885651,2030.35703501776,739.950743764788,106.7855285
-53832.3408436515,-1897.83304536794,2025.6320060717,776.390117092357,107.1307284
-53325.4458647446,-1473.47973329321,2016.56893500887,819.690730307221,107.4771272
-53035.9441817319,-1244.45946794001,2007.91797051506,828.560979765346,107.8246142
-52428.6517900612,-714.924343062844,1987.58177947748,892.685874328889,108.1730817
-52150.6023290385,-460.003354015559,1963.19639560658,907.248469794687,108.5224254
-51860.1064591678,-215.369809494947,1945.92421205402,931.215831720799,108.8725444
-51260.0594774023,234.55417653971,1926.87918345683,968.438681922173,109.2233411
-50602.4007596019,698.747481041811,1914.66046787652,1006.47374308524,109.5747216
-50094.5079743697,1123.06569370779,1875.30017362677,1034.60873873608,109.9265956
-49334.103708974,1680.50994164858,1833.63204745963,1080.55967525953,110.2788767
-48681.1726536544,2164.59919696549,1786.02775288303,1116.42344124727,110.631482
-48945.3906982362,-569.239047453713,2955.96378236241,515.353307693272,110.9843326
-47545.8689061821,551.110954948842,2605.06047118422,669.996264395033,111.3373537
-46758.1679348161,1111.57009107947,2550.28407707994,716.126365566954,111.6904743
-46378.0975953446,1296.49369251008,2530.51784423648,721.063515604827,112.0436276
-45450.998250501,1900.18861200551,2484.7853851818,781.170049355067,112.3967508
-44958.7049514019,2252.50416339894,2437.12580087343,805.959291172881,112.7497853
-44125.2776893967,2717.48994548414,2396.91488345444,841.802051025246,113.1026766
-43332.4630621953,3314.05863659604,2311.43447862619,898.441290164224,113.4553746
-42257.6639162103,3893.27198507967,2263.5534513476,927.102253308563,113.8078334
-41675.9926891447,4276.91517528451,2216.43332016893,953.793102231731,114.1600113
-40981.894486938,4645.40880979007,2177.6516781323,962.883584579028,114.5118709
-40742.6472416201,4543.00579876664,2234.87521328456,910.147055443058,114.8633792
-39525.9063260104,5301.52771983399,2127.46742703803,971.995651315024,115.2145076
-38743.0912148275,5621.39679737426,2109.02518641392,970.777549364629,115.5652317
-38117.9195262669,5949.88388802544,2057.47331928276,975.447180179921,115.9155313
-38096.725712428,5758.61786906388,2138.78364355469,930.907067107692,116.2653909
-37657.1173876002,5731.65463275381,2192.25518795333,893.864878857554,116.614799
-37138.6417992306,6009.0775580427,2160.72682817226,905.90445364936,116.9637486
-36448.4782492136,6254.73974645555,2149.43369975114,892.873354842777,117.3122369
-36170.7304881059,6358.74850466015,2156.7908194389,898.791728560246,117.6602655
-35152.7794598087,6778.76649964989,2111.3899282282,903.294334613936,118.00784
-34588.1138537404,6881.58695255412,2122.18899461038,868.436788390037,118.3549704
-33253.4739442858,7534.66935772747,2032.09123102379,907.626901508142,118.701671
-32366.0073708116,7811.59362536607,2017.34443852894,890.617831588581,119.04796
-30843.0410111553,8644.70587553816,1864.74875751554,950.997505530799,119.3938598
-29934.4241142015,9177.40892474349,1500.79974944626,971.519684692356,119.7393969
-29259.5274276405,9431.75529565311,1707.27844573631,992.137530897135,120.0846019
-27818.2968400964,10111.2572829422,1594.53674709385,1025.63970864152,120.4295091
-26403.8246133746,10867.8697621841,1443.23423115502,1085.2981486641,120.774157
-24731.188955051,11797.924173375,1223.72610698822,1147.94578233245,121.1185876
-23734.1565431221,11972.7760567623,1223.00658449466,1130.42268125498,121.4628472
-22348.2813413333,12670.9372840851,1073.81471146905,1178.20176252676,121.8069852
-13216.8225027366,2780.26319388537,4554.16227456013,-925.941329182893,122.1510551
5538.97607004731,4374.97766255953,4739.06334933904,-1092.0140899877,122.4951138
24299.7834605941,5204.38200722902,4937.01583986124,-1360.42263641266,122.8392217
42737.0507293485,5147.05581351639,5301.91739826654,-1730.2466906694,123.1834427
65703.5543979223,5470.35223748113,5463.69152557564,-1993.53639487235,123.5278439
92617.598579878,5582.57955635594,5463.01336548267,-2171.65312724052,123.8724957
118669.089279409,5150.29193557208,5777.53170120381,-2465.09210950241,124.2174717
147761.017051382,4412.78714229071,5968.17966349336,-2696.76396083655,124.5628486
182259.964742955,3748.91830441537,5973.42270826812,-2827.94337579482,124.908706
215918.442999331,2711.77557010718,6044.7950725071,-2961.53259418519,125.2551264
252773.526302818,1706.6094625728,5971.65508975452,-3010.43808846979,125.6021951
289878.372867544,510.774400739166,5867.63083361694,-3077.47915520178,125.9500002
330485.036060755,-960.124147074403,5747.95833512062,-3080.32483007525,126.2986322
373473.993367343,-2347.66903207101,5462.49921394125,-2990.46570037834,126.6481841
418172.864281864,-3713.87840816022,5099.7154641262,-2815.58211053166,126.9987515
461932.526794356,-5566.11718011506,4862.9220878747,-2720.05884639083,127.350432
517161.720057296,-7091.88053520112,4165.25768043296,-2357.0415206711,127.7033255
568623.306190976,-8451.99000395242,3415.22695623885,-2028.54492615474,128.0575339
618807.887331083,-11007.4055875604,3133.72257359854,-1818.90856460393,128.413161
674893.915071571,-12941.4479704423,2392.44799789898,-1418.62370661005,128.7703127
733127.231531968,-15293.2291181093,1436.1152763827,-914.220253574867,129.1290961
775727.862063894,-18450.1725476049,1763.72366129889,-937.278379752868,129.4896204
840842.827701876,-20803.9915517057,798.839848419323,-343.473222832822,129.851996
906185.062343737,-23191.8596240864,-218.611855262739,243.236186877876,130.2163346
959611.235344445,-26719.5422888152,-440.934631301921,522.039210590817,130.5827494
1030465.53211971,-29116.4976722216,-1713.27869125621,1268.13131346291,130.9513544
1092038.68586088,-32189.2203461662,-2426.57909373143,1776.11714571539,131.3222648
1108220.73938202,-36574.2812421,-1119.46415721431,1336.90610395758,131.6955966
1156600.11889798,-39685.9945929576,-1448.40382579894,1582.80552522757,132.0714667
1216148.06758674,-42798.3486760526,-2145.27833590295,2086.16891870256,132.4499923
1271519.39804533,-45930.7867330213,-2588.4056865385,2465.7972264944,132.8312914
1336823.02155214,-49116.9441359933,-4019.92123037761,3330.51475154654,133.2154822
-1482.89652162634,9113.26213644523,4182.50360885338,-557.090511217309,133.6026833
3099.84840035177,10672.0441776353,3611.6591540728,-409.27916855139,133.9930132
6099.07371706799,12127.8012284047,3191.29914548421,-255.171003103044,134.3865908
9216.14010779679,13379.8354402753,2856.44988796481,-113.226561362316,134.7835344
13819.4914343918,15036.9820085283,2389.48997437891,12.1005399504242,135.1839625
15628.8556251592,15917.4687740617,2103.36627311001,105.656572911662,135.5879928
20901.7964445671,17974.1509728188,1471.81320653502,272.905457634982,135.995743
22814.4249046436,18680.9911909143,1280.36588496654,366.983084875169,136.4073297
24923.8460325868,19315.1826427542,1088.53448657613,406.334471653814,136.8228691
27877.4839587858,20315.7589722502,205.092647390722,441.246722306262,137.2424764
30410.2123557287,21199.8211832896,441.082265540344,483.893157944436,137.6662659
33281.7377192899,21810.7685380142,280.120772550052,489.358103535315,138.0943508
37115.624171001,22801.2181981046,-22.3238833281258,553.82103390384,138.526843
39314.6015296448,23597.8340916719,-290.828392557933,611.139839791326,138.9638531
43118.2171816685,24288.0341294134,-473.823695272074,646.856009431906,139.4054903
44042.5965197444,24216.6834003694,-416.79729202235,614.568992670182,139.8518621
47757.9508130795,24919.4498621394,-648.403759194355,605.916452698796,140.3030746
49448.6828415056,24971.7174060079,-624.635252735226,601.859033277834,140.7592317
52695.3522831362,25639.3826353951,-829.663013804533,640.19613724675,141.2204358
53392.7935063118,25725.0708976262,-830.330954016102,644.955480792647,141.686787
54579.8090635387,25957.2177713015,-906.155069218213,657.355342786738,142.1583834
53141.3539291976,25446.875027487,-721.725317622094,584.807094016908,142.6353208
55350.4203860638,26169.0882239326,-977.506835883189,633.411725862795,143.1176927
56772.6254650717,26356.6471491526,-1019.17275457079,616.936656100013,143.6055902
61086.4453929223,27353.8911248626,-1802.29672773433,655.338455665554,144.0991016
60104.9584019713,26645.3040046215,-1062.05781662854,634.891440676794,144.5983129
61580.1273077745,26856.4495020411,-1096.54685210722,661.401546310606,145.1033072
61653.5983903018,26308.460448768,-859.850041867672,566.868465595096,145.6141647
63928.0007457163,26665.1605166137,-997.997519359729,548.634392625399,146.1309628
62726.5904462469,25915.5566755926,-721.438199301758,427.423930654789,146.6537756
64582.9198387243,26041.3490674041,-713.867288623511,439.940382287193,147.1826743
66081.1281449179,25760.089434182,-533.474981683324,419.947294795556,147.717727
41673.340107775,17415.1077181079,3210.45335222246,-364.816276242502,148.2589982
43161.0385710409,18305.0784863255,3016.95961630866,-308.636986940973,148.8065493
45145.4675728316,18974.7640045095,2773.77648756384,-279.094435613514,149.3604379
48544.3211661133,19657.5828707895,2368.99109722097,-257.080775979642,149.9207185
53571.3787171243,20876.6560429233,1986.75922096596,-181.185488631681,150.4874416
55272.3456626177,21492.5483969597,1776.67381872317,-128.614382418617,151.0606542
59508.3056638256,22498.2482752647,1471.25720148831,-31.1643682125744,151.6403995
62687.3328573575,23773.3611777495,1020.49132356779,61.9750318592761,152.2267169
63962.0565294561,24017.0136638123,950.751956024769,51.9356314815328,152.8196419
63518.0462578785,23866.9460593862,1025.77359974661,32.7154219899049,153.419206
65869.9252522233,24380.6685479007,876.467417230306,74.2187813521393,154.0254367
66677.9736549799,24525.91445416,895.786468662804,101.963654665311,154.6383575
71451.4618509031,25763.0049737617,-285.630003016587,140.575409668122,155.2579876
72798.2626701423,26096.4709994079,339.679901622455,213.248164073328,155.8843423
76536.1482674633,27051.0210245555,32.4674288530876,292.094472685803,156.5174323
77104.2420931408,27475.1761647515,348.129350417273,300.492734585103,157.1572644
64341.850536082,25395.7016602789,3041.51269882846,1126.367476318,157.8038408
90692.1708642398,30595.1920171334,-1156.93003764849,534.641398800688,158.4571595
91344.8114271363,30644.6851367408,-991.576585191968,550.200335290787,159.1172142
83563.2883724983,28667.2435872303,167.394114475246,364.589521581319,159.7839938
71743.3063860195,26634.9919362557,2708.10789163936,1064.25022249345,160.4574833
89859.1019773161,29024.3362534661,-451.338297470579,332.266901521441,161.1376626
94223.7953745601,30140.6707415165,-879.231567083668,400.87655829375,161.8245077
98133.0428317733,30871.3248541264,-1639.97418152336,416.237651594655,162.5179895
75878.0554072601,23918.9558230057,1537.22031118419,-121.547407130977,163.2180749
59174.7049375288,19031.6245162273,3257.46788399491,-634.088277028054,163.9247258
42700.2833462115,17325.6058216934,6339.80714063993,908.743596396315,164.6378999
